Business Process Name,Description,Process owner,Diagram URL
9.3.4 Perform financial reporting 1.00,Perform financial reporting,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a9d1a350-f347-479d-a0a8-fbeb7473180b&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.4.8A Perform legal and management consolidation (Preparatory Activity) 1.00,Perform legal and management consolidation (Preparatory Activity),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d6ba937e-f2b0-49d0-95f6-baf2d90f454f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.4.8B Perform legal and management consolidation (Data Submission) 1.00,Perform legal and management consolidation (Data Submission),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=705d3432-f999-4f38-95a0-316d1a87f493&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.3.4.8C Perform legal and management consolidation (Consolidation & Reporting) 1.00,Perform legal and management consolidation (Consolidation & Reporting),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8d465bea-fa8f-49f6-a859-8f4f8265e7f7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.4.1 Perform capital planning and project approval 1.00,Used for appropriation requests,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d238e712-c55a-427a-8661-d5ae9ac1a0a5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.4.1.2 Develop and approve capital expenditure plans and budgets 1.00,"Annual caped budget process:
this flow will reflect the annual capex budget approval process to be approved by CFO.
After CFO approved the annual budget, the information will be sent to finance operations to maintain the capex budget in system.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7216e62b-cf11-4e59-a2f3-e507932f3934&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.4.1.3 Review and approve capital projects and fixed-asset acquisitions 1.00,"this flow will illustrate the process to raise request for Capex Budget spending in Fiscal year.
The following are included in the appropriation request :
Appropriation Type 50 - raising a CKM project
Appropriation Type Z2 - raising a capex request
Appropriation Tye Z3 - For R&D projects",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=364f2b87-5171-4086-b10d-0bf020c61262&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.4.2 Perform capital project accounting 1.00,This is a L3 summary flow to document the capital project accounting process.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=03b54994-6333-4b77-a11c-e96fceb3f77d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.4.2.3 Monitor and track capital projects and budget spending 1.00,This flow is used to document how budgets are tracked and maintained.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=19361fd6-a855-472e-b322-8a0b26952df2&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"9.4.2.4 Close/capitalize projects (Z2, Z3, 50) 1.00","Key Activities:
Settle project to a fixed asset
Trigger the setup of the asset",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=077c793e-a8f6-4d0c-8016-c0d8efcf4da5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1 Process accounts payable (AP) 1.00,this is the level 3 flow that shows the AP process,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c107007a-9af8-43a6-9f4f-76cad3ec5773&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.11 -INV REV Adjust accounting records (Invoice reversal) 1.00,"Below are some scenarios where the Vendor invoices will be reversed by the AP Invoice Accountant if the Invoice is not paid.
· Any human errors found in posted Vendor Invoices will be reversed and corrected.
· Buyer/Controller request to reverse invoice due to incorrect information captured in Purchase Requisition (PR) / Purchase Order (PO)",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e08298ec-c699-47f9-ab91-f6288a48bf0f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.11 -PAY REV Adjust accounting records (Payment reversal) 1.00,This flow shows the process when there is a payment rejection and needs to be reversed.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5b15f9c8-2ad4-4b78-95ee-e8f45eb58c0f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.3 -CTSI Audit invoices and key data in AP system (CTSI) 1.00,"CTSI provides ASM with a Third-party Logistics service and facilitates the billing from its Freight Forwarder Vendors.
With the implementation of the Freight Audit Payment with CTSI, the Non-PO invoice posting will be based on the upload file provided by the CTSI on the audited transactions. The upload will allow multiple Freight Forwarders Vendors with multiple invoices consolidated in one template per company code
CTSI will upload CTSI Payment File on CTSI upload directory.
CTSI Batch Job in S/4HANA will retrieve this file from the CTSI directory and post as an AP invoice document in S/4HANA AP Subledger.
For reconciliation purpose, posted AP Invoice document details from the AP Subledger (Invoice number, Vendor number, etc.) will be sent into CTSI download directory.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=861911c3-da4e-4686-ac1e-e44b9060b13f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.3 -DWNPMT Audit invoices and key data in AP system (Early/ Down Payment) 1.00,this process shows the down payment for AP invoices,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3d4f0e8a-0567-40d2-8761-1f0be8a558d1&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.3 -Non-PO Audit invoices and key data in AP system (Non-PO) 1.00,Invoices submitted via WMD will handle both Non-PO Invoice and PO-based invoice.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c4a432d0-2858-4402-bdfe-0e3d8aba928c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.3 -OTV Audit invoices and key data in AP system (One-Time Vendor) 1.00,this process shows how the one time vendor can be managed.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d8935d6e-8d4d-42ae-83e9-9e8fe589d5ae&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.3 -PO Audit invoices and key data in AP system (PO) 1.00,"Invoices submitted via SAP Ariba will continue to be PO-based only.
Invoices submitted via WMD will handle both Non-PO Invoice and PO-based invoice.
WMD
The WMD process flow are for
Vendors who have been on boarded to WMD. Vendors to submit all invoices (both PO and non Po based) via WMD mailbox.
For purchase order vendors onboarded SAP Ariba, PO-based invoices will be submitted via SAP Ariba Supplier Portal.
SAP ARiba:
The SAP Ariba process flows:
For vendors onboarded to SAP Ariba to submit invoices via SAP Ariba Supplier portal.
Taiwan E-Gui invoices:
This covers invoices from SAP Ariba and WMD. The invoice will be created as a parked invoice as FSS AP will need to input the E-Gui invoice number and verify the correctness of the invoice details prior to postings.
There are no activities for the 2 Taiwan vendors onboarded to SAP Ariba, as the vendor do not have any domestic delivery.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a90feb99-5352-4263-a8e1-a4056fd65f66&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.8 -PAY ADHOC Process payments (Automatic Payment Run – Ad-hoc) 1.00,Flow will show the ad-hoc payment run process,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bf73f8ac-b4d2-4f51-9e80-b210b333ef9d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.8 -PAY BATCH Process payments (Automatic Payment Run – Batch Job) 1.00,"- Weekly payments are automated via scheduled batch jobs for all entities. This minimizes the need for manual [SMT1] [OJC2] efforts by the FSS AP Team to process repetitive payment runs on a weekly basis.
- With TIS as the connectivity payment gateway between ASM and its banks, TIS will be the sole point of contact to facilitate any future changes to the unique payment file formats for all ASM Sender Banks.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=99a364f3-cfbc-40c6-971e-b1ebb5af8138&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.6.1.8 -PAY CLEAR Process payments (AP clearing with Special G/L) 1.00,"Below are the clearing scenarios with Special G/L against the Vendor invoices.
Special G/L Clearing
‘V’ – Down Payment (Trade)
‘X’ – Down Payment (Non-Trade)
‘W’ – Promissory Note Payment
‘S’ – Staff Advance",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=4eb4304f-ecc5-4f4c-9312-70ac522fe52e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.7.3 Manage in-house bank accounts 1.00,Manage in-house bank accounts,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a2750a83-beca-4ffe-b884-6282de08e72d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.7.3.1 -HSE Manage in-house bank accounts for subsidiaries (Manage House Bank and Bank Account) 2.00,Manage in-house bank accounts for subsidiaries (Manage House Bank and Bank Account),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=18abbdd1-95a8-4cfe-85ba-5ad15ce75e72&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.7.3.1 -MSTR Manage in-house bank accounts for subsidiaries (Manage Bank Master) 2.00,Manage in-house bank accounts for subsidiaries (Manage Bank Master),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=002aeef4-d3c6-4889-83f7-f0f71b592312&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"9.7.3.7 Provide account statements for in-house bank accounts (Electronic Bank Statement (EBS), Bank Reconciliation, and Projection) 1.00","Provide account statements for in-house bank accounts (Electronic Bank Statement (EBS), Bank Reconciliation, and Projection)",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=b9d59a04-018e-422d-b1e1-be58b6aaec79&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.7.5 Monitor and execute risk and hedging transactions 1.00,this flow is about updating the exchange rates in the system.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=22c4f309-aecd-47ca-8429-8765f0c6bacc&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.7.5.3.1 Manage foreign exchange market data 1.00,"this flow dictates the process of maintaining the exchange rates in SAP.
current exchange rate type is
""Z"" used for customer billing
""P"" Plan rate used for budget
""M"" M rate used for monthly transactions
""R"" R rate used for month end close",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=047de7a4-d665-4e12-aac8-f4e381c705d3&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
E2E CKM 1.00,"Key E2E business process covering EOL, subprocess are stitched together to be able to check proper hand over from the different disciplines involved in the process",E2E Process,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a45ec9d1-af93-4152-9f88-c31c282941b2&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
E2E EOL Process (Component) 1.00,"Key E2E business process covering EOL, subprocess are stitched together to be able to check proper hand over from the different disciplines involved in the process",E2E Process,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=74f85b2a-ac59-4ea6-b867-7b9c34e0daf9&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
E2E HVM 1.00,"Key E2E business process covering EOL, subprocess are stitched together to be able to check proper hand over from the different disciplines involved in the process",E2E Process,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=af6704dc-b2b3-4036-adce-1bc899d22295&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
E2E Reverse Logistics (Spares) 1.00,"Key E2E business process covering EOL, subprocess are stitched together to be able to check proper hand over from the different disciplines involved in the process",E2E Process,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8f3b1d20-240d-4193-a68e-57e179b11a8f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
E2E Transactional Service Process - Paid 1.00,"End to End business process covering Paid Service,
Sub-processes are stitched together to visualize and be able to check the hand-over between different disciplines involved",E2E Process,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=460277e9-21f1-4c08-bff1-77c1484fa869&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
